 ,Area,Mean,Min,Max,X,Y
1,0,181,181,181,245.000,788.000
2,0,147,147,147,256.833,746.833
3,0,181,181,181,256.833,708.167
4,0,161,161,161,274.167,660.167
5,0,152,152,152,275.500,625.500
6,0,145,145,145,282.167,585.500
7,0,157,157,157,286.167,552.167
8,0,157,157,157,288.833,514.833
9,0,138,138,138,292.833,481.500
10,0,129,129,129,302.167,453.500
11,0,148,148,148,318.167,412.167
12,0,137,137,137,338.167,394.833
13,0,137,137,137,356.833,372.167
14,0,135,135,135,387.500,341.500
15,0,134,134,134,408.833,308.167
16,0,141,141,141,423.500,281.500
17,0,138,138,138,435.500,253.500
18,0,144,144,144,451.500,218.833
19,0,147,147,147,464.833,190.833
20,0,173,173,173,480.833,142.833
21,0,162,162,162,492.833,114.833
22,0,165,165,165,503.500,88.167
23,0,148,148,148,523.500,56.167
