 ,Area,Mean,Min,Max,X,Y
1,0,196,196,196,326.000,772.000
2,0,158,158,158,336.833,753.167
3,0,166,166,166,347.500,731.833
4,0,158,158,158,359.500,709.167
5,0,155,155,155,378.167,683.833
6,0,157,157,157,388.833,658.500
7,0,160,160,160,402.167,637.167
8,0,187,187,187,294.167,569.167
9,0,155,155,155,376.833,681.167
10,0,153,153,153,407.500,607.833
11,0,144,144,144,427.500,581.167
12,0,162,162,162,442.167,557.167
13,0,159,159,159,462.167,515.833
14,0,186,186,186,490.167,457.167
15,0,139,139,139,516.833,410.500
16,0,143,143,143,535.500,391.833
17,0,151,151,151,567.500,361.167
18,0,160,160,160,599.500,335.833
19,0,157,157,157,631.500,309.167
20,0,142,142,142,659.500,285.167
21,0,162,162,162,674.167,273.167
22,0,182,182,182,696.833,259.833
