 ,Area,Mean,Min,Max,X,Y
1,0,206,206,206,607.000,937.000
2,0,205,205,205,607.833,925.500
3,0,191,191,191,608.500,910.833
4,0,196,196,196,608.500,898.833
5,0,193,193,193,609.833,886.167
6,0,193,193,193,610.500,873.500
7,0,192,192,192,610.500,858.833
8,0,185,185,185,611.167,846.167
9,0,200,200,200,611.167,832.167
10,0,190,190,190,611.833,818.167
11,0,195,195,195,612.500,804.167
12,0,195,195,195,612.500,792.833
13,0,197,197,197,612.500,778.833
14,0,200,200,200,612.500,765.500
15,0,185,185,185,613.167,749.500
16,0,195,195,195,613.833,734.167
17,0,200,200,200,614.500,720.833
18,0,197,197,197,614.500,708.167
19,0,195,195,195,614.500,696.167
20,0,185,185,185,615.167,682.167
21,0,185,185,185,615.167,670.167
22,0,185,185,185,615.833,660.833
23,0,186,186,186,615.833,647.500
24,0,179,179,179,615.833,633.500
25,0,179,179,179,616.500,619.500
26,0,179,179,179,616.500,604.833
27,0,185,185,185,617.167,591.500
28,0,129,129,129,617.167,581.500
29,0,186,186,186,617.833,572.833
30,0,186,186,186,617.833,562.833
31,0,179,179,179,617.833,550.833
32,0,191,191,191,618.500,540.167
33,0,179,179,179,618.500,526.167
34,0,183,183,183,618.500,512.167
35,0,189,189,189,619.833,503.500
36,0,193,193,193,619.833,494.167
37,0,180,180,180,619.833,479.500
38,0,187,187,187,620.500,466.167
39,0,186,186,186,620.500,454.167
40,0,186,186,186,620.500,442.167
41,0,119,119,119,621.167,430.833
42,0,193,193,193,621.833,418.833
43,0,175,175,175,621.833,404.833
44,0,193,193,193,622.500,391.500
45,0,193,193,193,622.500,379.500
46,0,123,123,123,623.167,366.833
47,0,202,202,202,623.833,355.500
48,0,196,196,196,624.500,343.500
49,0,196,196,196,624.500,328.167
50,0,196,196,196,625.833,315.500
51,0,202,202,202,625.833,304.167
52,0,196,196,196,626.500,290.833
53,0,139,139,139,627.167,277.833
54,0,199,199,199,628.500,264.500
55,0,173,173,173,629.167,251.833
56,0,191,191,191,631.167,240.500
57,0,175,175,175,633.167,235.833
58,0,221,221,221,798.500,920.833
59,0,219,219,219,799.833,911.500
60,0,221,221,221,800.500,896.833
61,0,221,221,221,801.167,883.500
62,0,146,146,146,801.167,870.167
63,0,219,219,219,801.833,856.833
64,0,220,220,220,803.167,840.167
65,0,218,218,218,803.167,826.167
66,0,221,221,221,803.833,811.500
67,0,229,229,229,804.500,800.833
68,0,229,229,229,804.500,788.833
69,0,220,220,220,804.500,774.167
70,0,220,220,220,804.500,760.833
71,0,211,211,211,804.500,742.833
72,0,180,180,180,805.167,730.167
73,0,218,218,218,805.833,719.500
74,0,222,222,222,806.500,706.167
75,0,220,220,220,806.500,690.167
76,0,213,213,213,807.167,680.167
77,0,210,210,210,807.167,662.167
78,0,213,213,213,807.833,648.833
79,0,211,211,211,807.833,637.500
80,0,206,206,206,807.833,623.500
81,0,206,206,206,808.500,608.833
82,0,206,206,206,808.500,595.500
83,0,206,206,206,809.167,580.167
84,0,206,206,206,809.833,565.500
85,0,200,200,200,810.500,548.833
86,0,206,206,206,810.500,534.833
87,0,200,200,200,811.167,519.500
88,0,200,200,200,811.167,501.500
89,0,200,200,200,812.500,488.167
90,0,206,206,206,812.500,475.500
91,0,206,206,206,812.500,458.167
92,0,206,206,206,813.167,444.167
93,0,193,193,193,813.167,426.167
94,0,213,213,213,814.500,413.500
95,0,213,213,213,814.500,399.500
96,0,213,213,213,815.167,384.833
97,0,203,203,203,815.167,368.833
98,0,216,216,216,815.833,355.500
99,0,207,207,207,815.833,342.167
