 ,Area,Mean,Min,Max,X,Y
1,0,195,195,195,14.000,730.000
2,0,222,222,222,20.500,719.500
3,0,129,129,129,25.500,697.500
4,0,130,130,130,26.500,678.500
5,0,130,130,130,27.500,660.500
6,0,136,136,136,27.500,637.500
7,0,136,136,136,28.500,612.500
8,0,129,129,129,29.500,583.500
9,0,129,129,129,30.500,555.500
10,0,129,129,129,31.500,535.500
11,0,129,129,129,31.500,517.500
12,0,129,129,129,32.500,498.500
13,0,129,129,129,33.500,483.500
14,0,129,129,129,33.500,466.500
15,0,129,129,129,33.500,455.500
16,0,129,129,129,34.500,439.500
17,0,129,129,129,34.500,421.500
18,0,123,123,123,35.500,405.500
19,0,129,129,129,35.500,390.500
20,0,125,125,125,36.500,371.500
21,0,123,123,123,37.500,349.500
22,0,123,123,123,38.500,328.500
23,0,123,123,123,38.500,308.500
24,0,123,123,123,39.500,286.500
25,0,116,116,116,41.500,263.500
26,0,116,116,116,41.500,239.500
27,0,111,111,111,42.500,217.500
28,0,109,109,109,43.500,195.500
29,0,102,102,102,44.500,172.500
30,0,96,96,96,46.500,155.500
31,0,96,96,96,48.500,139.500
32,0,222,222,222,52.500,129.500
