 ,Area,Mean,Min,Max,X,Y
1,0,213,213,213,52.000,895.000
2,0,220,220,220,52.500,880.500
3,0,208,208,208,53.500,864.500
4,0,207,207,207,53.500,849.500
5,0,191,191,191,53.500,831.500
6,0,208,208,208,54.500,811.500
7,0,202,202,202,55.500,792.500
8,0,199,199,199,55.500,771.500
9,0,194,194,194,56.500,750.500
10,0,208,208,208,57.500,727.500
11,0,214,214,214,58.500,707.500
12,0,213,213,213,59.500,687.500
13,0,212,212,212,59.500,669.500
14,0,211,211,211,60.500,650.500
15,0,205,205,205,61.500,630.500
16,0,200,200,200,61.500,608.500
17,0,200,200,200,62.500,586.500
18,0,188,188,188,62.500,565.500
19,0,139,139,139,62.500,543.500
20,0,165,165,165,63.500,522.500
21,0,188,188,188,64.500,505.500
22,0,139,139,139,64.500,484.500
23,0,189,189,189,66.500,463.500
24,0,195,195,195,66.500,444.500
25,0,195,195,195,67.500,420.500
26,0,193,193,193,68.500,401.500
27,0,131,131,131,68.500,378.500
28,0,182,182,182,70.500,357.500
29,0,123,123,123,70.500,340.500
30,0,136,136,136,71.500,326.500
31,0,208,208,208,73.500,311.500
32,0,202,202,202,74.500,298.500
33,0,147,147,147,75.500,285.500
34,0,123,123,123,80.500,275.500
35,0,204,204,204,256.500,802.500
36,0,211,211,211,256.500,785.500
37,0,218,218,218,256.500,770.500
38,0,199,199,199,256.500,751.500
39,0,192,192,192,258.500,732.500
40,0,199,199,199,259.500,711.500
41,0,193,193,193,259.500,692.500
42,0,195,195,195,260.500,672.500
43,0,192,192,192,260.500,652.500
44,0,186,186,186,261.500,631.500
45,0,193,193,193,262.500,611.500
46,0,178,178,178,262.500,594.500
47,0,179,179,179,262.500,574.500
48,0,181,181,181,263.500,556.500
49,0,175,175,175,264.500,534.500
50,0,180,180,180,264.500,512.500
51,0,177,177,177,265.500,490.500
52,0,182,182,182,266.500,468.500
53,0,182,182,182,267.500,446.500
54,0,182,182,182,267.500,424.500
55,0,177,177,177,268.500,403.500
56,0,182,182,182,269.500,379.500
57,0,178,178,178,269.500,360.500
58,0,193,193,193,270.500,339.500
59,0,193,193,193,271.500,315.500
60,0,196,196,196,272.500,293.500
61,0,196,196,196,272.500,272.500
62,0,189,189,189,273.500,251.500
63,0,202,202,202,275.500,234.500
64,0,209,209,209,276.500,219.500
65,0,186,186,186,278.500,206.500
66,0,106,106,106,284.167,214.167
67,0,113,113,113,285.500,225.500
68,0,114,114,114,287.500,235.500
69,0,120,120,120,290.833,242.833
70,0,123,123,123,84.167,281.500
71,0,119,119,119,84.833,286.167
72,0,123,123,123,86.167,293.500
73,0,125,125,125,88.167,300.167
74,0,148,148,148,92.167,305.500
75,0,163,163,163,96.500,300.500
76,0,162,162,162,100.000,294.500
77,0,160,160,160,103.000,290.500
78,0,159,159,159,108.500,288.000
79,0,188,188,188,114.500,287.000
80,0,170,170,170,118.500,282.000
81,0,125,125,125,123.000,278.500
82,0,131,131,131,129.500,277.500
83,0,169,169,169,294.000,247.000
84,0,207,207,207,297.500,240.000
85,0,196,196,196,300.500,232.500
86,0,144,144,144,302.500,224.500
87,0,163,163,163,306.500,219.000
88,0,147,147,147,312.500,215.000
89,0,119,119,119,317.000,217.500
90,0,122,122,122,319.500,222.500
