 ,Area,X,Y
1,0,756.000,2.000
2,0,721.500,1.500
3,0,678.500,0.500
4,0,622.500,0.500
5,0,565.500,1.500
6,0,521.500,1.500
7,0,483.500,0.500
8,0,456.500,1.500
9,0,434.500,1.500
10,0,414.500,1.500
