 ,Area,X,Y
1,0,729.000,1.000
2,0,683.500,2.833
3,0,639.500,2.833
4,0,588.833,4.167
5,0,548.833,6.833
6,0,514.167,6.833
7,0,475.500,6.833
8,0,446.167,6.833
9,0,420.833,4.167
