 ,Area,Mean,Min,Max,X,Y
1,0,203,203,203,12.000,534.000
2,0,208,208,208,35.500,492.500
3,0,204,204,204,47.500,466.500
4,0,207,207,207,57.500,450.500
5,0,209,209,209,75.500,420.500
6,0,201,201,201,87.500,399.500
7,0,197,197,197,93.500,373.500
8,0,201,201,201,105.500,355.500
9,0,210,210,210,124.500,323.500
10,0,203,203,203,136.500,303.500
11,0,205,205,205,143.500,292.500
12,0,210,210,210,155.500,276.500
13,0,211,211,211,167.500,264.500
14,0,208,208,208,190.500,247.500
15,0,217,217,217,214.500,234.500
16,0,217,217,217,232.500,221.500
17,0,221,221,221,253.500,207.500
18,0,217,217,217,277.500,196.500
19,0,221,221,221,293.500,181.500
20,0,214,214,214,308.500,166.500
21,0,221,221,221,323.500,155.500
22,0,221,221,221,344.500,138.500
23,0,225,225,225,369.500,123.500
24,0,218,218,218,389.500,105.500
25,0,218,218,218,413.500,91.500
26,0,214,214,214,435.500,70.500
27,0,215,215,215,460.500,60.500
28,0,208,208,208,478.500,47.500
29,0,208,208,208,500.500,33.500
