 ,Area,Mean,Min,Max,X,Y
1,0,137,137,137,281.000,925.000
2,0,212,212,212,282.563,901.023
3,0,213,213,213,284.708,875.290
4,0,202,202,202,287.500,848.167
5,0,82,82,82,288.167,823.500
6,0,201,201,201,289.500,802.000
7,0,160,160,160,290.000,786.000
8,0,116,116,116,290.000,771.500
9,0,203,203,203,291.500,755.000
10,0,202,202,202,292.500,735.000
11,0,129,129,129,293.000,711.500
12,0,195,195,195,294.500,689.500
13,0,195,195,195,296.000,668.500
14,0,188,188,188,297.000,649.000
15,0,188,188,188,298.000,629.500
16,0,188,188,188,298.500,612.000
17,0,136,136,136,299.000,599.000
18,0,180,180,180,300.500,584.000
19,0,183,183,183,301.000,569.000
20,0,188,188,188,301.500,556.000
21,0,188,188,188,303.000,540.500
22,0,139,139,139,303.000,526.500
23,0,188,188,188,305.000,513.000
24,0,188,188,188,305.500,501.000
25,0,195,195,195,306.500,487.000
26,0,195,195,195,307.500,472.500
27,0,132,132,132,308.000,458.500
28,0,195,195,195,310.000,442.500
29,0,195,195,195,311.500,428.500
30,0,185,185,185,312.500,414.000
31,0,164,164,164,315.000,400.500
32,0,176,176,176,317.500,389.500
33,0,193,193,193,320.500,382.000
34,0,129,129,129,325.500,378.000
35,0,207,207,207,520.500,945.500
36,0,202,202,202,523.000,934.000
37,0,208,208,208,524.500,919.500
38,0,208,208,208,526.500,904.500
39,0,208,208,208,527.000,890.500
40,0,208,208,208,528.000,872.000
41,0,208,208,208,529.000,856.500
42,0,208,208,208,529.500,841.500
43,0,208,208,208,530.000,828.000
44,0,208,208,208,530.500,816.000
45,0,208,208,208,531.000,803.500
46,0,208,208,208,531.500,791.000
47,0,208,208,208,531.500,779.000
48,0,213,213,213,532.500,765.500
49,0,201,201,201,533.000,754.500
50,0,194,194,194,534.000,742.500
51,0,190,190,190,535.000,728.500
52,0,187,187,187,535.000,717.500
53,0,191,191,191,536.000,704.000
54,0,212,212,212,536.000,690.000
55,0,189,189,189,536.500,676.500
56,0,142,142,142,536.000,663.000
57,0,195,195,195,537.000,649.500
58,0,202,202,202,538.000,636.000
59,0,188,188,188,538.000,623.000
60,0,188,188,188,539.000,608.000
61,0,191,191,191,539.000,592.500
62,0,188,188,188,540.000,578.000
63,0,180,180,180,541.500,565.500
64,0,193,193,193,541.000,550.500
65,0,188,188,188,542.000,535.000
66,0,181,181,181,543.500,519.500
67,0,188,188,188,543.500,506.000
68,0,188,188,188,544.500,490.500
69,0,195,195,195,544.500,475.000
70,0,195,195,195,546.000,458.000
71,0,195,195,195,547.000,441.500
72,0,195,195,195,548.000,425.000
73,0,195,195,195,548.500,408.500
74,0,189,189,189,550.000,391.500
75,0,194,194,194,552.500,376.500
76,0,203,203,203,553.000,365.500
77,0,203,203,203,553.500,354.500
78,0,192,192,192,555.500,343.500
79,0,130,130,130,559.000,337.500
80,0,198,198,198,761.833,909.500
81,0,152,152,152,763.167,896.167
82,0,212,212,212,763.833,882.167
83,0,205,205,205,764.167,872.500
84,0,200,200,200,765.500,861.833
85,0,198,198,198,765.500,851.833
86,0,171,171,171,765.500,842.167
87,0,202,202,202,766.500,831.833
88,0,202,202,202,766.500,823.833
89,0,142,142,142,767.167,816.833
90,0,202,202,202,767.500,804.500
91,0,182,182,182,768.167,792.167
92,0,200,200,200,768.500,776.833
93,0,179,179,179,768.500,764.833
94,0,203,203,203,769.500,750.167
95,0,130,130,130,770.167,734.167
96,0,195,195,195,770.500,722.167
97,0,182,182,182,770.500,710.500
98,0,195,195,195,771.500,693.500
99,0,172,172,172,771.833,679.167
100,0,195,195,195,772.833,664.500
101,0,172,172,172,773.167,650.500
102,0,188,188,188,773.833,635.167
103,0,154,154,154,773.833,621.167
104,0,181,181,181,774.500,607.833
105,0,159,159,159,774.500,594.500
106,0,181,181,181,775.500,583.167
107,0,175,175,175,775.500,572.167
108,0,182,182,182,776.500,563.500
109,0,181,181,181,776.500,552.167
110,0,175,175,175,776.500,543.833
111,0,181,181,181,777.500,535.500
112,0,181,181,181,777.500,525.833
113,0,152,152,152,777.500,518.167
114,0,181,181,181,778.500,511.833
115,0,181,181,181,778.500,503.833
116,0,145,145,145,778.833,493.500
117,0,123,123,123,778.833,482.167
118,0,181,181,181,780.833,470.500
119,0,181,181,181,780.833,460.167
120,0,130,130,130,781.167,447.167
121,0,189,189,189,781.500,436.500
122,0,186,186,186,782.500,427.833
123,0,180,180,180,782.833,417.500
124,0,186,186,186,783.500,407.833
125,0,201,201,201,783.500,399.500
126,0,131,131,131,784.167,390.833
127,0,188,188,188,784.833,384.167
128,0,145,145,145,785.167,378.500
129,0,188,188,188,785.500,371.833
130,0,195,195,195,786.500,365.167
131,0,188,188,188,786.833,358.833
132,0,181,181,181,787.833,351.833
133,0,188,188,188,787.833,346.167
134,0,195,195,195,788.833,342.500
135,0,187,187,187,789.167,337.500
136,0,201,201,201,790.167,330.500
137,0,150,150,150,790.167,325.833
138,0,165,165,165,791.167,321.500
139,0,164,164,164,793.167,317.167
140,0,109,109,109,794.500,316.500
141,0,207,207,207,991.833,912.167
142,0,204,204,204,992.500,906.500
143,0,208,208,208,992.500,898.500
144,0,201,201,201,993.833,892.167
145,0,187,187,187,993.500,885.833
146,0,190,190,190,993.500,877.167
147,0,206,206,206,994.833,870.833
148,0,205,205,205,994.500,862.500
149,0,194,194,194,994.833,854.500
150,0,207,207,207,995.500,847.500
151,0,203,203,203,995.500,839.500
152,0,203,203,203,995.833,828.500
153,0,206,206,206,996.833,818.833
154,0,205,205,205,996.833,806.833
155,0,204,204,204,997.500,791.500
156,0,201,201,201,997.833,777.833
157,0,169,169,169,998.833,765.833
158,0,202,202,202,998.500,753.833
159,0,206,206,206,998.833,742.500
160,0,132,132,132,999.167,732.833
161,0,191,191,191,999.500,722.167
162,0,185,185,185,999.500,711.500
163,0,168,168,168,1000.500,700.167
164,0,178,178,178,1000.833,689.167
165,0,171,171,171,1001.167,677.500
166,0,178,178,178,1001.833,667.167
167,0,206,206,206,1001.833,652.833
168,0,165,165,165,1002.500,641.833
169,0,165,165,165,1002.833,630.833
