 ,Area,Mean,Min,Max,X,Y
1,0,200,200,200,145.000,710.000
2,0,100,100,100,146.500,690.500
3,0,197,197,197,147.500,672.500
4,0,196,196,196,148.500,656.500
5,0,198,198,198,147.500,638.500
6,0,194,194,194,147.500,621.500
7,0,208,208,208,148.500,602.500
8,0,209,209,209,149.500,580.500
9,0,201,201,201,150.500,558.500
10,0,203,203,203,150.500,532.500
11,0,177,177,177,150.500,514.500
12,0,205,205,205,151.500,498.500
13,0,123,123,123,151.500,474.500
14,0,195,195,195,152.500,454.500
15,0,123,123,123,152.500,439.500
16,0,199,199,199,153.500,415.500
17,0,195,195,195,154.500,393.500
18,0,116,116,116,154.500,371.500
19,0,141,141,141,155.500,343.500
20,0,118,118,118,156.500,311.500
21,0,202,202,202,158.500,288.500
22,0,117,117,117,157.500,265.500
23,0,196,196,196,159.500,244.500
24,0,110,110,110,159.500,223.500
25,0,202,202,202,161.500,197.500
26,0,110,110,110,161.500,173.500
27,0,110,110,110,162.500,149.500
28,0,141,141,141,164.500,126.500
29,0,175,175,175,166.500,105.500
30,0,134,134,134,169.500,93.500
31,0,204,204,204,403.500,706.500
32,0,220,220,220,404.500,687.500
33,0,198,198,198,405.500,662.500
34,0,191,191,191,406.500,644.500
35,0,183,183,183,407.500,621.500
36,0,203,203,203,407.500,599.500
37,0,199,199,199,408.500,580.500
38,0,202,202,202,408.500,562.500
39,0,194,194,194,410.500,539.500
40,0,200,200,200,410.500,524.500
41,0,187,187,187,410.500,504.500
42,0,182,182,182,411.500,487.500
43,0,183,183,183,412.500,463.500
44,0,181,181,181,412.500,440.500
45,0,189,189,189,413.500,418.500
46,0,175,175,175,413.500,397.500
47,0,175,175,175,413.500,378.500
48,0,182,182,182,414.500,361.500
49,0,177,177,177,414.500,342.500
50,0,183,183,183,415.500,323.500
51,0,191,191,191,415.500,306.500
52,0,183,183,183,416.500,289.500
53,0,201,201,201,416.500,276.500
54,0,144,144,144,416.500,260.500
55,0,201,201,201,417.500,242.500
56,0,208,208,208,418.500,223.500
57,0,208,208,208,419.500,207.500
58,0,208,208,208,419.500,188.500
59,0,212,212,212,420.500,174.500
60,0,212,212,212,421.500,156.500
61,0,115,115,115,421.500,138.500
62,0,208,208,208,423.500,128.500
63,0,114,114,114,427.500,123.500
64,0,226,226,226,596.500,707.500
65,0,203,203,203,596.500,682.500
66,0,198,198,198,596.500,657.500
67,0,198,198,198,597.500,634.500
68,0,161,161,161,597.500,609.500
69,0,209,209,209,599.500,590.500
70,0,204,204,204,599.500,569.500
71,0,199,199,199,599.500,546.500
72,0,200,200,200,600.500,528.500
73,0,200,200,200,601.500,509.500
74,0,196,196,196,601.500,484.500
75,0,200,200,200,603.500,464.500
76,0,196,196,196,603.500,448.500
77,0,193,193,193,603.500,429.500
78,0,186,186,186,603.500,409.500
79,0,193,193,193,604.500,391.500
80,0,186,186,186,605.500,373.500
81,0,200,200,200,605.500,357.500
82,0,186,186,186,605.500,337.500
83,0,201,201,201,607.500,316.500
84,0,198,198,198,607.500,298.500
85,0,206,206,206,609.500,278.500
86,0,199,199,199,609.500,258.500
87,0,186,186,186,609.500,236.500
88,0,206,206,206,610.500,211.500
89,0,201,201,201,611.500,192.500
90,0,199,199,199,611.500,175.500
91,0,200,200,200,612.500,158.500
92,0,208,208,208,613.500,141.500
93,0,206,206,206,613.500,132.500
94,0,181,181,181,808.500,645.500
95,0,198,198,198,810.500,624.500
96,0,195,195,195,810.500,605.500
97,0,193,193,193,810.500,588.500
98,0,198,198,198,812.500,568.500
99,0,163,163,163,812.500,548.500
100,0,174,174,174,813.500,530.500
101,0,176,176,176,813.500,511.500
102,0,182,182,182,813.500,491.500
103,0,170,170,170,815.500,464.500
104,0,164,164,164,815.500,442.500
105,0,186,186,186,815.500,420.500
106,0,179,179,179,816.500,396.500
107,0,182,182,182,817.500,374.500
108,0,176,176,176,817.500,355.500
109,0,189,189,189,817.500,331.500
110,0,163,163,163,819.500,302.500
111,0,172,172,172,820.500,271.500
112,0,170,170,170,821.500,242.500
113,0,169,169,169,821.500,223.500
114,0,208,208,208,822.500,195.500
115,0,208,208,208,822.500,175.500
116,0,217,217,217,823.500,161.500
117,0,199,199,199,824.500,144.500
118,0,170,170,170,824.500,130.500
119,0,232,232,232,1198.500,707.500
120,0,223,223,223,1201.500,690.500
121,0,232,232,232,1201.500,666.500
122,0,219,219,219,1202.500,640.500
123,0,225,225,225,1203.500,618.500
124,0,225,225,225,1203.500,599.500
125,0,224,224,224,1204.500,579.500
126,0,217,217,217,1204.500,564.500
127,0,218,218,218,1205.500,549.500
128,0,218,218,218,1205.500,531.500
129,0,218,218,218,1206.500,511.500
130,0,211,211,211,1206.500,496.500
131,0,211,211,211,1207.500,481.500
132,0,211,211,211,1207.500,462.500
133,0,210,210,210,1208.500,445.500
134,0,206,206,206,1208.500,427.500
135,0,202,202,202,1208.500,410.500
136,0,193,193,193,1208.500,389.500
137,0,191,191,191,1209.500,365.500
138,0,199,199,199,1210.500,346.500
139,0,216,216,216,1211.500,324.500
140,0,208,208,208,1211.500,308.500
141,0,212,212,212,1212.500,292.500
142,0,212,212,212,1212.500,274.500
143,0,212,212,212,1213.500,259.500
144,0,212,212,212,1213.500,238.500
145,0,213,213,213,1213.500,221.500
146,0,214,214,214,1215.500,199.500
147,0,214,214,214,1215.500,181.500
148,0,206,206,206,1216.500,165.500
149,0,202,202,202,1216.500,148.500
150,0,164,164,164,1217.500,132.500
151,0,242,242,242,1370.500,708.500
152,0,229,229,229,1372.500,690.500
153,0,235,235,235,1373.500,672.500
154,0,227,227,227,1373.500,650.500
155,0,233,233,233,1374.500,629.500
156,0,229,229,229,1375.500,607.500
157,0,229,229,229,1376.500,589.500
158,0,227,227,227,1376.500,567.500
159,0,227,227,227,1377.500,550.500
160,0,228,228,228,1378.500,531.500
161,0,223,223,223,1378.500,516.500
162,0,222,222,222,1379.500,499.500
163,0,220,220,220,1379.500,479.500
