 ,Area,Mean,Min,Max,X,Y
1,0,200,200,200,228.000,739.000
2,0,194,194,194,231.500,630.500
3,0,200,200,200,234.500,518.500
4,0,175,175,175,241.500,438.500
5,0,179,179,179,245.500,373.500
6,0,182,182,182,244.500,314.500
7,0,202,202,202,248.500,271.500
