 ,Area,Mean,Min,Max,X,Y
1,0,196,196,196,326.000,772.000
2,0,158,158,158,336.833,753.167
3,0,166,166,166,347.500,731.833
4,0,158,158,158,359.500,709.167
5,0,155,155,155,378.167,683.833
6,0,157,157,157,388.833,658.500
7,0,160,160,160,402.167,637.167
8,0,187,187,187,294.167,569.167
9,0,155,155,155,376.833,681.167
10,0,179,179,179,574.250,774.000
11,0,181,181,181,579.750,765.000
12,0,168,168,168,585.750,758.750
13,0,164,164,164,594.500,748.500
14,0,186,186,186,604.500,736.750
15,0,172,172,172,611.000,738.000
16,0,187,187,187,611.000,754.000
17,0,203,203,203,613.750,770.500
18,0,170,170,170,630.500,773.250
19,0,188,188,188,638.750,766.750
20,0,214,214,214,646.250,758.250
21,0,120,120,120,652.750,752.750
22,0,152,152,152,658.750,755.250
23,0,128,128,128,663.250,754.500
24,0,104,104,104,664.500,745.750
25,0,176,176,176,668.000,739.250
26,0,115,115,115,672.000,736.000
27,0,190,190,190,674.750,739.750
28,0,179,179,179,676.750,743.500
29,0,138,138,138,680.750,742.750
30,0,204,204,204,684.250,737.500
31,0,187,187,187,688.750,739.500
32,0,141,141,141,690.250,742.250
33,0,205,205,205,696.000,745.500
34,0,171,171,171,698.000,745.750
35,0,160,160,160,701.750,744.250
